,VALUE,SMILES,MolWt
1845,-0.97,O=C1c2c(N(C(=O)N1C)C)[nH0]c[nH0]2C,194.08037556
1846,-0.98,O=C(C)Nc1ccc(cc1)N,150.07931294
1847,-0.99,O=C1C=CC(=O)C=C1,108.021129368
1848,-0.99,COCCCC,88.088815004
1849,-1.0,IC,141.927948096
1850,-1.0,CCCC(C)(CC)O,116.120115132
1851,-1.01,[#1].[#1].[#1].CC(C1O(C=O)[#1-]1)C,-1.0
1852,-1.03,CC(=O)Nc1ccc(cc1)O,151.063328528
1853,-1.04,C1c2c(cccc2)NC1,119.073499288
1854,-1.07,O=C1C(=CNC(=O)N1)F,130.017855556
1855,-1.08,CCCCC(C)(C)O,116.120115132
1856,-1.09,c1c(Br)ccc(c1)O,171.95237688
1857,-1.09,BrCC,107.95746226
1858,-1.1,CC(OC(C)C)C,102.104465068
1859,-1.1,c1c(OCC(=O)O)cccc1,152.047344116
1860,-1.11,[nH0]1c(OC)[nH0]cc2c1[nH0]cc[nH0]2,162.054160812
1861,-1.11,[nH0]1c(OC)c2c([nH0]cc[nH0]2)[nH0]c1,162.054160812
1862,-1.12,c1c(CCN)ccc(c1)O,137.084063972
1863,-1.13,O=C1CC(CC(C2CC(C)CC(C)C2=O)O)CC(N1)=O,281.162708216
1864,-1.14,OCCCC(C)C,102.104465068
1865,-1.14,O=C1N=C(N)C=CN1,111.04326178
1866,-1.16,o1c2ccccc2[nH0]c1,119.03711378
1867,-1.16,ClCC[S+]([O-])CCCl,173.967291236
1868,-1.17,CCC(CC)CO,102.104465068
1869,-1.17,ClC(Cl)Cl,117.91438307199999
1870,-1.19,Cc1c(O)ccc(C)c1,122.07316494
1871,-1.19,c1c(C=O)cccc1,106.041864812
1872,-1.2,c1c(CO)ccc(c1)C,122.07316494
1873,-1.2,C1=CC2CC1C(C2C(=O)OC)C(=O)OC,210.089208928
1874,-1.21,CC(COC(=O)C=C)C,128.083729624
1875,-1.22,CC(C)(C)NCC(c1ccc(c(c1)CO)O)O,239.152143532
1876,-1.22,CC(C(C(C)C)O)C,116.120115132
1877,-1.23,c1cccc2c(CC(C(O)=O)N)c[nH]c12,204.089877624
1878,-1.23,[O-][S+2]([O-])(NC(C)=O)c1ccc(cc1)N,214.04121318
1879,-1.24,O=C(C)OCCCC,116.083729624
1880,-1.24,OCCCCCC,102.104465068
1881,-1.25,O=C1C(=O)C(NC(N1)=O)=O,142.001456544
1882,-1.27,CCC(C)(C(C)(C)C)O,130.135765196
1883,-1.28,O=C(C)c1ccccc1,120.057514876
1884,-1.28,O=C(C)c1cccc(c1)N,135.068413908
1885,-1.28,O=C(CCC)OCC,116.083729624
1886,-1.29,ClC(C)Cl,97.969005488
1887,-1.3,O=C(C)Nc1ccc(cc1)OC,165.078978592
1888,-1.3,c1c2ccc[nH0]c2ccc1,129.057849224
1889,-1.3,O=CCCCCC,100.088815004
1890,-1.32,ClCCBr,141.918489908
1891,-1.33,O=C(C)Nc1ccccc1,135.068413908
1892,-1.33,O=C(C)CCC(C)C,114.104465068
1893,-1.36,Oc1c(CC)cccc1,122.07316494
1894,-1.36,O=C(CCCC)OC,116.083729624
1895,-1.37,[O-][N+](NC(=N)N)=O,104.033425368
1896,-1.37,c1c(Cl)cc(cc1)N,127.01887687199999
1897,-1.38,c1c(CCCO)cccc1,136.088815004
1898,-1.38,CC(C)CCC(C)O,116.120115132
1899,-1.39,O=C1NC(C(C(=O)N1)(CC)CC)=O,184.084792244
1900,-1.4,c1c(C)cc(C)cc1O,122.07316494
1901,-1.4,CCN(CCOC(=O)c1ccc(cc1)N)CC,236.15247788
1902,-1.4,O=C(C)Nc1ccccc1Cl,169.029441556
1903,-1.4,CCCC(CCC)O,116.120115132
1904,-1.41,c1c(CCC(=O)O)cccc1,150.06807956
1905,-1.42,O=C(C)CCCCC,114.104465068
1906,-1.42,[nH0]1c(cccc1)c1cccc[nH0]1,156.068748256
1907,-1.43,Cc1c(C)c(O)ccc1,122.07316494
1908,-1.44,CCCCNCCCC,129.151749608
1909,-1.45,s1cccc1,84.003371128
1910,-1.45,c1c2cc[nH0]cc2ccc1,129.057849224
1911,-1.47,c1c(C(=O)O)csc1,127.993200368
1912,-1.47,CCCCl,78.023627904
1913,-1.48,ClCC(Cl)Cl,131.930033136
1914,-1.49,c1c(C=O)ccc(c1)OC,136.052429496
1915,-1.5,ClCC[S+2]([O-])([O-])CCCl,189.962205856
1916,-1.51,N=C(NCC(=O)O)N,117.053826464
1917,-1.52,c1c2ccccc2[nH]c1,117.057849224
1918,-1.52,CCCC(CO)(C)C,116.120115132
1919,-1.52,O=C(O)c1ccccc1N,137.047678464
1920,-1.52,O1C2C34CCN(C)C(Cc5ccc(c1c45)OC)C3C=CC2O,299.152143532
1921,-1.53,c1c(CN)cccc1,107.073499288
1922,-1.54,c1c(cc[nH0]c1)c1cc[nH0]cc1,156.068748256
1923,-1.54,Cc1c(O)cc(C)cc1,122.07316494
1924,-1.55,CC(CCCO)(C)C,116.120115132
1925,-1.55,O=C(O)c1ccccc1,122.036779432
1926,-1.55,O=C(C1CCCCN1C)Nc1c(C)cccc1C,246.173213324
1927,-1.55,c1c(SC)[nH0]c2c(c[nH0]c[nH0]2)[nH0]1,178.031317192
1928,-1.55,Oc1c(Cl)cc(cc1)Cl,161.963920108
1929,-1.55,CC(CCCCC)O,116.120115132
1930,-1.56,CC(CC(CCCC)=O)=O,142.099379688
1931,-1.56,c1c(O)c(OC)cc(c1)CC=C,164.083729624
1932,-1.56,O=C1N(C)C(C2=C(N1)NC(N2)=O)=O,182.043990052
1933,-1.57,Clc1c(C)cc(cc1)O,142.018542524
1934,-1.57,O=C(NC)Oc1ccccc1C1OCCO1,223.084457896
1935,-1.58,O=C(C)Nc1ccc(cc1)C=O,163.063328528
1936,-1.59,COC(=O)c1ccc(cc1)N,151.063328528
1937,-1.6,O1CC1c1ccccc1,120.057514876
1938,-1.6,ClCC(C)Cl,111.98465555199999
1939,-1.6,CC(CC(=O)CC(C)=O)C,142.099379688
1940,-1.6,c1ccc(C)c(c1C)N(C(C)C(=O)OC)C(COC)=O,279.147058152
1941,-1.6,c1c(C(F)(F)F)c(C(O)=O)ccc1,190.02416406
1942,-1.6,CC(C)CC(C)CO,116.120115132
1943,-1.6,CN(C(=O)Nc1ccccc1)C,164.094963004
1944,-1.61,[O-][S+2](N)([O-])c1ccc(cc1)NC(C)=O,214.04121318
1945,-1.61,c1cc(ccc1CC1C(C(CN1)O)OC(C)=O)OC,265.131408088
1946,-1.62,O=C(NC)ON=C(C(C)(C)C)CSC,218.108898816
1947,-1.62,ClC(C(=O)N(CC=C)CC=C)Cl,207.021769332
1948,-1.62,ClCCCCl,111.98465555199999
1949,-1.62,CCCOCCC,102.104465068
1950,-1.63,c1c(C=O)cc2c(OCO2)c1,150.031694052
1951,-1.64,c1ccccc1,78.046950192
1952,-1.64,ClC(=C)Cl,95.953355424
1953,-1.64,[O-][S+2]1([O-])NC(c2c1cccc2)=O,182.99901402
1954,-1.64,CC1(C2CCC(C)(CC2)O1)C,154.135765196
1955,-1.64,O=C1NC(=O)NC(C1(CCCC)CC)=O,212.116092372
1956,-1.66,c1c(Cl)ccc(c1)N,127.01887687199999
1957,-1.67,O=C(OCC(C)(COC(N)=O)CCC)N,218.126657056
1958,-1.67,O=C(C)OC1CCCCC1,142.099379688
1959,-1.68,c1c([N+](=O)[O-])cc(cc1)C(O)=O,167.02185764
1960,-1.68,BrCCBr,185.867974328
1961,-1.7,Clc1c(C(=O)O)c(c(cc1)Cl)OC,219.969399412
1962,-1.7,c1c(NCC)cccc1,121.08914935199999
1963,-1.7,O=CCCCCCC,114.104465068
1964,-1.71,BrC(C(F)(F)F)Cl,195.890224472
1965,-1.71,O=C1NC(=O)NC(C1(C(C)C)CC=C)=O,210.100442308
1966,-1.72,CCCCCC(C)(C)O,130.135765196
1967,-1.72,CCCCC(C)C(C)O,130.135765196
1968,-1.73,OC1(C=CC(=O)C=C1)c1cc(ccc1O)O,218.0579088
1969,-1.73,CCCBr,121.973112324
1970,-1.74,[O-][N+](c1c(O)cccc1)=O,139.02694302
1971,-1.74,ClC(C(Cl)Cl)Cl,165.891060784
1972,-1.74,[O-][S+2](N)([O-])c1ccc(cc1)C,171.035399528
1973,-1.75,O=C(CCCC)OCC,130.099379688
1974,-1.76,[nH0]1c(SC)[nH0]cc2c1[nH0]cc[nH0]2,178.031317192
1975,-1.76,O=C(N)c1ccccc1O,137.047678464
1976,-1.76,c1c(C)c(NC(CN(CC)CC)=O)c(cc1)C,234.173213324
1977,-1.77,O=C(C=CC=CC)O,112.052429496
1978,-1.77,S=C(N)Nc1ccccc1,152.040819256
1979,-1.77,S=C1SCC(=O)N1,132.965605716
1980,-1.78,c1c(O)ccc(c1)C(=O)OC,152.047344116
1981,-1.78,c1c(C(=O)OCCC)cc(c(c1O)O)O,212.068473484
1982,-1.78,O=C(C)Nc1ccc(cc1)F,153.058992096
1983,-1.8,c1c([N+](=O)[O-])cccc1,123.0320284
1984,-1.8,c1c(OC(=O)NC)cc(cc1)C,165.078978592
1985,-1.8,c1c(F)cccc1,96.03752838
1986,-1.81,OCCCCCCC,116.120115132
1987,-1.82,O=C(c1c(O)cccc1)O,138.031694052
1988,-1.83,CCC(=O)c1ccccc1,134.07316494
1989,-1.83,O=C(C)N=C1N(N=C(S1)[S+2]([O-])(N)[O-])C,236.003782116
1990,-1.84,C1C23CC(=C)C1(CCC2C12C=CC(C(C)(C1C3C(O)=O)C(=O)O2)O)O,346.1416384239999
1991,-1.85,CCCCOCCCC,130.135765196
1992,-1.85,c1c(OC)cccc1,108.057514876
1993,-1.86,CCCC(C(=O)O)CCC,144.115029752
1994,-1.87,Oc1c2c(CCC34C=CC(CC23CCN4C)=O)ccc1OC,299.152143532
1995,-1.87,C1CCC(C)CC1=O,112.088815004
1996,-1.89,C12CC(CN3CCCCC23)C2CCCCN2C1,234.20959883199998
1997,-1.89,CC(=O)OCCCCC,130.099379688
1998,-1.89,C1C(C(=O)OCC)(CCN(C1)C)c1ccccc1,247.157228912
1999,-1.89,COc1c(OC)c2c(cc1)COC2=O,194.0579088
2000,-1.89,O=C(CCCCCCCC(=O)O)O,188.104858992
2001,-1.9,BrC(Cl)Br,205.813351912
2002,-1.91,BrC(Br)Br,249.762836332
2003,-1.91,C1C2CCC(CC1OC(C(c1ccccc1)CO)=O)N2C,289.167793596
2004,-1.91,O=C(C)Nc1ccc(cc1)OC(C)=O,193.073893212
2005,-1.92,O=C(CCC)OCCC,130.099379688
2006,-1.92,OC(=O)c1c(ccc(OC)c1OC)C=O,210.05282342
2007,-1.92,O=C(N)OCCCCCC,145.11027872
2008,-1.92,c1c(N(C)C)cccc1,121.08914935199999
2009,-1.92,c1c(NC(=O)CC)cccc1,149.084063972
2010,-1.92,O=C(C)OCCC(C)C,130.099379688
2011,-1.93,OC(=O)C1=CC(NC(N1)=O)=O,156.017106608
2012,-1.93,OC(c1ccccc1)C(c1ccccc1)O,214.099379688
2013,-1.94,[O-][S+2]([O-])(Nc1[nH0][nH0]c(CC)s1)c1ccc(cc1)N,284.04016762400005
2014,-1.94,[nH0]1c2cc(C)ccc2ccc1C,157.089149352
2015,-1.95,[nH0]1c(N(C)C)[nH0]c(C)c(C)c1OC(N(C)C)=O,238.142975816
2016,-1.96,[O-][N+](c1c(OC)cccc1)=O,153.042593084
2017,-1.96,[nH0]1c(C=CC(=O)O)c[nH]c1,138.042927432
2018,-1.96,CCC(C)Cl,92.039277968
2019,-1.96,[O-][N+](c1c(N)cccc1)=O,138.042927432
2020,-1.97,C1C=CCC=C1,80.062600256
2021,-1.99,C1c2cc(O)ccc2CCC1,148.088815004
2022,-2.0,ClC(C)(Cl)Cl,131.930033136
2023,-2.02,[O-][S+2](c1c(C)cccc1)([O-])N,171.035399528
2024,-2.03,CCCCCl,92.039277968
2025,-2.05,O=C(C)CCCCCC,128.120115132
2026,-2.05,CC(Oc1c(OC(=O)NC)cccc1)C,209.10519334
2027,-2.06,[O-][S+2]([O-])(NC(NC1CCCCC1)=O)c1ccc(cc1)C(C)=O,324.11437811999997
2028,-2.06,c1c(C(=C)C(O)=O)cccc1,148.052429496
2029,-2.06,O=C1CC(CC=C1C)C(C)=C,150.104465068
2030,-2.06,OC(=O)c1ccccc1C,136.052429496
2031,-2.07,c1cccc2c1N=C1C(CCN1C2O)O,204.089877624
2032,-2.07,O=C(O)Cc1c2c([nH]c1)cccc2,175.063328528
2033,-2.08,CC(C)c1ccc(c(c1)O)C,150.104465068
2034,-2.09,O=C(C)Nc1cccc(c1)C,149.084063972
2035,-2.09,c1c([nH0]2c(OC(=O)N(C)C)cc(C)[nH0]2)cccc1,245.11642672
2036,-2.09,CC(C)I,169.959248224
2037,-2.09,C=CCC=C,68.062600256
2038,-2.09,CCCCCCC(C)O,130.135765196
2039,-2.09,c1c2c(cc(c1OC)OC)C13CCN4CC=5C(CC14)C1C3N2C(CC1OCC5)=O,394.189257312
2040,-2.1,Clc1c(CO)c(ccc1)Cl,175.979570172
2041,-2.11,CCCCC(CC)CO,130.135765196
2042,-2.11,O=C(O)c1ccccc1C(O)=O,166.026608672
2043,-2.12,c1c(S)cccc1,110.019021192
2044,-2.12,[nH]1c2[nH0]c[nH0]c(N)c2[nH0]c1,135.05449516
2045,-2.13,S=C1N(C)CN(C)CS1,162.02854032
2046,-2.14,OC(=O)c1cccc(c1)C,136.052429496
2047,-2.14,c1cccc2c1NC(C=C2)=O,145.052763844
2048,-2.15,O=C(N1C(=O)NCC1)NCC(C)C,185.11642672
2049,-2.15,C1C=CC=CC=C1,92.062600256
2050,-2.16,Clc1c(OCC(=O)O)cccc1,186.008371764
2051,-2.16,c1c2cc(O)ccc2[nH0]cc1,145.052763844
2052,-2.17,O=C1NC(=O)NC(C1(C=1CCCCC1)CC)=O,236.116092372
2053,-2.17,O=C(N)Nc1ccc(cc1)OCC,180.089877624
2054,-2.18,O=C1NC(=O)NC(C1(c1ccccc1)CC=C)=O,244.084792244
2055,-2.18,[O-][S+2]([O-])(NC(NCCCC)=O)c1ccc(cc1)N,271.099062404
2056,-2.18,ClCC(Cl)(Cl)Cl,165.891060784
2057,-2.19,[O-][N+](=O)c1ccc(C=NO)o1,156.017106608
2058,-2.19,c1c(N)cccc1[N+]([O-])=O,138.042927432
2059,-2.21,O=C1NC(=O)NC(C1(C(C)C)CC)=O,198.100442308
2060,-2.21,c1c(C)cccc1,92.062600256
2061,-2.21,O=C(C(O)(c1ccccc1)c1ccccc1)O,228.078644244
2062,-2.22,c12c(O)cccc1cccc2,144.057514876
2063,-2.22,c1c(C)cc(c(c1)C(C)C)O,150.104465068
2064,-2.22,O=C(C(C)Oc1ccccc1Cl)O,200.024021828
2065,-2.22,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,227.00257874
2066,-2.23,O=C1NC(=O)N(C)C(C1(CC)CC)=O,198.100442308
2067,-2.23,Cc1c(OCC(=O)O)ccc(c1)Cl,200.024021828
2068,-2.24,Cc1c(CCCC)c(O)[nH0]c([nH0]1)N(C)C,209.152812228
2069,-2.24,[nH0]1c(C)cc([nH0]c1C)N[S+2]([O-])(c1ccc(cc1)N)[O-],278.08374668799996
2070,-2.24,O=C(C)Nc1ccccc1O,151.063328528
2071,-2.26,O=C1C=CNC(=S)N1,128.004433748
2072,-2.28,c1c(O)cc2c(cccc2)c1,144.057514876
2073,-2.28,O=C1C(C(=O)NC(N1)=O)[N+]([O-])=O,173.007270196
2074,-2.29,CCCI,169.959248224
2075,-2.3,O=C(CCCCCCC)O,144.115029752
2076,-2.3,c1c(O[P+]([S-])(OCC)OCC)ccc(c1)[S+](C)[O-],308.030587654
2077,-2.31,c1c(F)c(F)c(cc1F)F,150.009262944
2078,-2.32,c1c(C(=O)OCC)cccc1,150.06807956
2079,-2.32,C1C2CCC(C)(C2(C)C)C1O,154.135765196
2080,-2.32,c1c(N)ccc(c1)[S+2]([O-])(Nc1cc[nH0][nH0]1c1ccccc1)[O-],314.08374668799996
2081,-2.33,CCCOC(=O)c1ccc(cc1)N,179.094628656
2082,-2.33,c1c(NC(=O)NN)cccc1,151.074561908
2083,-2.34,O=C(c1c(O)cccc1)OC,152.047344116
2084,-2.34,Clc1c(O)c(cc(c1)Cl)Cl,195.924947756
2085,-2.34,O=C1C(CC)(CCC(N1)=O)c1ccccc1,217.11027872
2086,-2.35,CCc1c(N)c(CC)ccc1,149.12044948
2087,-2.35,O=C(c1c(C(=O)OCC)cccc1)OCC,222.089208928
2088,-2.35,CCOC(=O)c1ccc(cc1)O,166.06299418
2089,-2.36,O=CCCCCCCC,128.120115132
2090,-2.36,CCCCC#C,82.07825032
2091,-2.36,CN(C(=O)NC1CCCCCCC1)C,198.173213324
2092,-2.36,[nH0]1c(SC)c2c([nH0]cc[nH0]2)[nH0]c1,178.031317192
2093,-2.36,[nH0]1c2C=NC(=S)Nc2[nH0]cc1,164.015667128
2094,-2.37,c1c(OCC)ccc(c1)NC(C)=O,179.094628656
2095,-2.37,BrCCCC,135.988762388
2096,-2.38,c1c(Cl)cccc1,112.00797784
2097,-2.38,BrCC(CCl)Br,233.84465204
2098,-2.38,N#Cc1c(C#N)cccc1,128.037448128
2099,-2.38,[nH0]1c(O)c2c[nH0][nH]c2[nH0]c1,136.038510748
2100,-2.39,c1c(CCl)cccc1,126.023627904
2101,-2.39,c1c(c2c(O)cccc2)cccc1,170.07316494
2102,-2.39,c1c(SC)cccc1,124.034671256
2103,-2.4,CCCC(Cl)Cl,126.00030561599999
2104,-2.41,COC(=O)c1ccc(cc1)OC,166.06299418
2105,-2.41,s1c(C)[nH0][nH0]c1N[S+2]([O-])(c1ccc(cc1)N)[O-],270.02451756
2106,-2.41,[O-][N+](=O)c1ccc(cc1)OC,153.042593084
2107,-2.42,c1c2[nH]cc(C)c2ccc1,131.073499288
2108,-2.43,BrCC(C)C,135.988762388
2109,-2.43,O=C1C=C(NC(=S)N1)C,142.020083812
2110,-2.43,c1c(N)ccc(c1)[S+2]([O-])(Nc1[nH0]ccs1)[O-],255.013618528
2111,-2.43,c1c(NC(=O)C2=C(OCC[S+2]2([O-])[O-])C)cccc1,267.05652889600003
2112,-2.44,[O-][N+](=O)c1cccc(c1)C,137.047678464
2113,-2.44,[O-][S+2]([O-])(Nc1[nH0]c(C)c(C)o1)c1ccc(cc1)N,267.067762276
2114,-2.45,Sc1[nH0]cc(c([nH0]1)O)C,142.020083812
2115,-2.45,Clc1cc(ccc1OC(C)C(O)=O)Cl,233.985049476
2116,-2.47,c1c(C(=O)O)c(Cl)c(cc1Cl)N,204.96973376
2117,-2.48,O=C1N(C(=O)C(=C(C)N1)Cl)C(C)(C)C,216.066555336
2118,-2.48,O=C(O)C=Cc1ccccc1,148.052429496
2119,-2.48,c1c(N(C(=O)CCl)C(C)C)cccc1,211.076391748
2120,-2.51,c1c(Cl)c(OCC(O)=O)ccc1Cl,219.969399412
2121,-2.52,C1C2C(=C(C3(C1C(C(=C(C3=O)C(N)=O)O)N(C)C)O)O)C(c1c(C2O)c(ccc1O)Cl)=O,464.0986433119999
2122,-2.52,CCCC(C)C1(CC)C(NC(NC1=O)=O)=O,226.131742436
2123,-2.53,c1c(OC)c(O)cc(c1Cl)Cl,191.974484792
2124,-2.54,CCC=CC,70.07825032
2125,-2.54,Fc1ccc(CCl)cc1,144.014206092
2126,-2.54,c1c(O)c2ccc[nH0]c2cc1,145.052763844
2127,-2.54,[nH0]1c(OC)cc([nH0]c1C)N[S+2]([O-])(c1ccc(cc1)N)[O-],294.078661308
2128,-2.55,c1cc(c(C)cc1Cl)OC(C)C(O)=O,214.039671892
2129,-2.56,O1C(C)=C(CCC1)C(Nc1ccccc1)=O,217.11027872
2130,-2.57,O=C1NC(=O)NC(C1(CCC(C)C)CC)=O,226.131742436
2131,-2.58,c1c(OC)c[nH0]c([nH0]1)N[S+2]([O-])(c1ccc(cc1)N)[O-],280.063011244
2132,-2.58,O=C(C)CCCCCCC,142.135765196
2133,-2.59,C1C=CCCC1,82.07825032
2134,-2.59,O=C(O)c1cccc(c1)Cl,155.99780708
2135,-2.59,s1c(CC)ccc1,112.034671256
2136,-2.6,N1C(=NCC1)CN(Cc1ccccc1)c1ccccc1,265.157897608
2137,-2.6,ClC(C(Cl)Cl)(Cl)Cl,199.852088432
2138,-2.6,c1cc(ccc1OC)C(C1CC1)(c1c[nH0]c[nH0]c1)O,256.121177752
2139,-2.61,O=C(O)CN1c2c(SC1=O)cccc2Cl,242.975691732
2140,-2.62,[O-][S+2]([O-])(Nc1cc(o[nH0]1)C)c1ccc(cc1)N,253.052112212
2141,-2.62,O=C(N)OCCCCCCC,159.125928784
2142,-2.62,[O-][S+2]1([O-])NCNc2c1cc(c(c2)Cl)[S+2]([O-])(N)[O-],296.96447541599997
2143,-2.63,O1CC(C2C1C(CO2)O[N+]([O-])=O)O[N+]([O-])=O,236.02806521600002
2144,-2.63,CCC(=O)c1ccc(cc1)N,149.084063972
2145,-2.63,CCCC(C)Cl,106.05492803199999
2146,-2.64,C1CCCC1,70.07825032
2147,-2.64,CN(C)CCN(Cc1ccccc1)c1cccc[nH0]1,255.17354767199998
2148,-2.64,s1c(CN(CCN(C)C)c2cccc[nH0]2)ccc1,261.129968608
2149,-2.65,O=C(O)Cc1cccc2ccccc12,186.06807956
2150,-2.68,O=C1N(C(C)C)[S+2](Nc2c1cccc2)([O-])[O-],240.056863244
2151,-2.68,C=CCCC=C,82.07825032
2152,-2.68,CCCC=C,70.07825032
2153,-2.68,[nH0]1c2c(ccc3c2ccc[nH0]3)ccc1,180.068748256
2154,-2.69,O=C(C)Nc1ccc(cc1)[N+]([O-])=O,180.053492116
2155,-2.69,CC(C(C)(C)Cl)Cl,140.01595568
2156,-2.7,CC(C(C)Cl)Cl,126.00030561599999
2157,-2.7,c1c(c2ccc(N)cc2)ccc(c1)N,184.100048384
2158,-2.7,NCCCCCCCCCCC(=O)O,201.172878976
2159,-2.71,O=C(CCCCCC)OCC,158.130679816
2160,-2.71,CCN(CCOC(c1ccc(cc1)OCC)=O)CC,265.167793596
2161,-2.72,c1c(O)ccc(c1)C(=O)OCCCC,194.094294308
2162,-2.73,O=C(O)c1ccccc1I,247.9334274
2163,-2.73,ClCC(N(C(C)COC)c1c(C)cccc1CC)=O,283.13390662399996
2164,-2.73,ClCCCCC,106.05492803199999
2165,-2.74,O=C1C(C)(C=2CCCCC2)C(N(C)C(N1)=O)=O,236.116092372
2166,-2.75,O=C(CCCCCCCC)O,158.130679816
2167,-2.75,OC(=O)c1c(c(c(c([nH0]1)Cl)Cl)N)Cl,239.926010376
2168,-2.76,C1C2CC(C(c3cc[nH0]c4ccc(cc34)OC)O)N(C1)CC2C=C,324.183778008
2169,-2.77,[nH0]1c2C(=S)NC=Nc2[nH0]cc1,164.015667128
2170,-2.78,c1c2c(c[nH0]c3c2cccc3)ccc1,179.073499288
2171,-2.8,Cc1c(Cl)c(C)cc(c1)O,156.034192588
2172,-2.8,c1c(C)c(C)ccc1,106.07825032
2173,-2.81,c1[nH0](CC(=O)NCc2ccccc2)c([N+]([O-])=O)[nH0]c1,260.090940244
2174,-2.82,O=C1N(C)C(N(O1)c1ccc(c(Cl)c1)Cl)=O,259.975547412
2175,-2.82,c1c(C)cc(cc1)C,106.07825032
2176,-2.82,c1cccc2C34CC5C(C6CC(C3N(C)c12)N5C(C6CC)O)C4O,326.19942807199993
2177,-2.82,[O-][S+2]([O-])(c1ccc(cc1)N)c1ccc(cc1)N,248.061948624
2178,-2.84,O=C(C)Nc1ccc(cc1)Cl,169.029441556
2179,-2.85,c1c(C)[nH0]c([nH0]c1)N[S+2]([O-])(c1ccc(cc1)N)[O-],264.068096624
2180,-2.86,[nH0]1c(N)[nH0]cc(Cc2cc(c(c(c2)OC)OC)OC)c1N,290.137890436
2181,-2.86,c1c(CC(C(O)=O)N)cc(c(c1I)O)I,432.86718914799997
2182,-2.87,NC(C1=C(C(C2C(C3C(C)c4cccc(c4C(C3=C(C2(C1=O)O)O)=O)O)O)N(C)C)O)=O,444.15326572799984
2183,-2.87,c1c(N2C(=O)C(=C(C=N2)N)Cl)cccc1,221.035589556
2184,-2.88,CN(C)C1C2CC3C(=C(C2(C(C(=C1O)C(N)=O)=O)O)O)C(c1c(C3(C)O)c(ccc1O)Cl)=O,478.1142933759999
2185,-2.89,c1c(NC(=O)N(C)C)ccc(c1)Cl,198.055990652
2186,-2.89,BrCCC(C)C,150.004412452
2187,-2.91,[O-][S+2]([O-])(Nc1c(c([nH0]o1)C)C)c1ccc(cc1)N,267.067762276
2188,-2.92,c1c(O)c2cccc(c2cc1)O,160.052429496
2189,-2.92,c1c(CC=C)ccc(c1)OC,148.088815004
2190,-2.92,O=C(N)c1ccccc1C(N)=O,164.058577496
2191,-2.93,c1c(NC(=O)N(C)C)cc(cc1)OC(NC(C)(C)C)=O,279.158291532
2192,-2.93,Oc1ccc2Oc3c(C(=O)c2c1)c(cc(c3)OC)O,258.05282342000004
2193,-2.96,ICCCC,183.974898288
2194,-2.96,[nH0]1c(OC)cc([nH0]c1OC)N[S+2]([O-])(c1ccc(cc1)N)[O-],310.07357592799997
2195,-2.98,c1c(C(C(=O)N(C)C)c2ccccc2)cccc1,239.131014164
2196,-3.0,c1c(C=CC(=O)OCC)cccc1,176.083729624
2197,-3.0,c1c(NC(=O)CC)cc(c(c1)Cl)Cl,217.006119268
2198,-3.0,O=C1NC(=O)NC(C1(C=1CCCCCC1)CC)=O,250.131742436
2199,-3.01,OCCCCCCCCC,144.15141526
2200,-3.01,CN(C)C(NC1CC2CC1C1CCCC12)=O,222.173213324
2201,-3.01,CCCCCC#C,96.093900384
2202,-3.02,Cc1c(CCCC)c(O)[nH0]c([nH0]1)NCC,209.152812228
2203,-3.03,CCN(CC)c1ccccc1,149.12044948
2204,-3.04,CC(c1ccc(CC(C)C)cc1)C(NO)=O,221.141578848
2205,-3.04,[nH0]1c(NC(C)C)[nH0]c(NCC)[nH0]c1SC,227.12046654399998
2206,-3.05,[O-][S+2]1([O-])NC=Nc2c1cc(c(c2)Cl)[S+2]([O-])(N)[O-],294.948825352
2207,-3.05,[O-][S+2]([O-])(NC(NCCCC)=O)c1ccccc1,256.088163372
2208,-3.05,c1c(Cl)c(Cl)ccc1,145.969005488
2209,-3.07,C1C2CCN(CC2C=C)C1C(c1cc[nH0]c2ccccc12)O,294.17321332399996
2210,-3.07,CCCCCBr,150.004412452
2211,-3.08,O=C1C(=C(c2c(O)cc(cc2)O)Oc2c1c(cc(c2)O)O)O,302.04265265999993
2212,-3.09,c1cccc2c(cc[nH0]c12)C(C1CC2CCN1CC2C=C)O,294.17321332399996
2213,-3.09,O=C1C=CC2(C)CCC3C(C)C(=O)OC3C2=C1C,246.125594436
2214,-3.11,c1c(CC)ccc(c1)C,120.093900384
2215,-3.11,C1=C2CCC3C4CCC(C4(C)CC(C3C2(C)CCC1=O)=O)(C(CO)=O)O,360.1936739959999
2216,-3.12,CCCCCCCl,120.07057809599999
2217,-3.12,O=C1C=2C(CC3C(C(=C(C(C3(C2O)O)=O)C(N)=O)O)N(C)C)C(C)(c2cccc(c21)O)O,444.15326572799995
2218,-3.12,CCCCN(CCCC)CCCC,185.21434986399998
2219,-3.12,ClC(C(Cl)(F)F)(F)F,169.93131824
2220,-3.13,C=CCOC(=O)c1ccccc1C(=O)OCC=C,246.089208928
2221,-3.13,c1c(C=CC)ccc(c1)OC,148.088815004
2222,-3.13,c1c(F)ccc(c1)I,221.934176348
2223,-3.14,O=C1C(=C(C(C2C(C3C(=C(C21O)O)C(c1c(cccc1O)C3(C)O)=O)O)N(C)C)O)C(N)=O,460.1481803479999
